d=2	A=10151
d=2	A=50970
d=2	A=45869
d=2	A=45452
d=2	A=39033
d=2	A=72610
d=2	A=52051
d=4	A=104212
d=4	A=52171
d=2	A=7761
d=2	A=71980
d=2	A=34768
d=3	A=52137
d=2	A=6042
d=2	A=52278
d=2	A=81958
d=4	A=79156
d=2	A=104484
d=2	A=30610
d=3	A=147356
d=2	A=105641
d=4	A=178849
d=2	A=15439
d=2	A=59677
d=2	A=107033
d=3	A=45095
d=3	A=80484
d=2	A=9643
d=3	A=31995
d=2	A=82594
d=2	A=3464
d=2	A=96963
d=2	A=10015
d=2	A=52018
d=2	A=6470
d=2	A=6025
d=2	A=57792
d=3	A=40171
d=2	A=62845
d=2	A=31721
d=2	A=93358
d=3	A=70395
d=2	A=54836
d=2	A=14992
d=4	A=68553
d=3	A=77800
d=3	A=146371
d=2	A=22274
d=2	A=121195
d=2	A=131609
d=3	A=203459
d=2	A=6894
d=2	A=23552
d=2	A=29372
d=3	A=66602
d=3	A=489157
d=2	A=93143
d=4	A=314517
d=2	A=211332
d=3	A=145601
d=2	A=94480
d=2	A=124250
d=3	A=96023
d=2	A=13598
d=2	A=16861
d=2	A=79373
d=2	A=107760
d=2	A=65839
d=2	A=78477
d=3	A=80717
d=2	A=70926
d=2	A=27455
d=2	A=14452
d=2	A=119451
d=3	A=83731
d=4	A=109936
d=3	A=2097
d=2	A=117475
d=2	A=63306
d=2	A=71062
d=2	A=13131
d=4	A=163828
d=3	A=150662
d=2	A=131276
d=2	A=118559
d=3	A=51392
d=2	A=342910
d=2	A=267270
d=2	A=140262
d=2	A=77476
d=4	A=321437
d=2	A=30667
d=3	A=312830
d=2	A=19504
d=2	A=85064
d=2	A=853401
d=3	A=954353
d=3	A=766421
d=2	A=273268
d=3	A=682214
d=2	A=99809
d=2	A=534368
d=2	A=533618
d=2	A=42909
d=3	A=181126
d=2	A=188041
d=3	A=476689
d=2	A=456326
d=3	A=331838
d=2	A=88018
d=2	A=16249
d=2	A=98263
d=2	A=87614
d=2	A=451403
d=2	A=230538
d=2	A=39558
d=2	A=126020
d=2	A=118606
d=3	A=233937
d=3	A=4386
d=2	A=6365
d=2	A=54245
d=2	A=4173
d=3	A=182616
d=2	A=99818
d=2	A=218213
d=2	A=50265
d=2	A=6887
d=3	A=285377
d=2	A=36754
d=4	A=382016
d=5	A=315303
d=3	A=249114
d=3	A=166652
d=2	A=115231
d=3	A=202351
d=2	A=57451
d=3	A=146754
d=2	A=88487
d=4	A=390173
d=2	A=282833
d=4	A=391200
d=2	A=330411
d=3	A=544534
d=2	A=49117
d=2	A=265277
d=2	A=163010
d=2	A=88357
d=2	A=568110
d=6	A=557631
d=3	A=936244
d=3	A=1021837
d=2	A=69923
d=2	A=351113
d=3	A=763653
d=2	A=222910
d=2	A=410383
d=2	A=619577
d=3	A=395853
d=2	A=98005
d=2	A=59088
d=3	A=1397893
d=2	A=257553
d=3	A=2228775
d=2	A=105952
d=3	A=625190
d=4	A=615932
d=3	A=1058828
d=3	A=1620802
d=2	A=1767062
d=3	A=1715144
d=2	A=730582
d=2	A=1508842
d=4	A=2127935
d=2	A=675420
d=2	A=2960818
d=2	A=2170992
d=3	A=3118941
d=2	A=4132448
d=2	A=5347498
d=3	A=3584095
d=2	A=3172470
d=2	A=4701937
d=3	A=7015656
d=2	A=5752491
d=3	A=424757
d=4	A=3963645
d=2	A=2376893
d=2	A=2210284
d=3	A=3619711
d=3	A=5177967
d=3	A=4016499
d=2	A=2439482
d=3	A=418302
d=3	A=3123252
d=2	A=106696
d=2	A=1842513
d=4	A=1834168
d=2	A=544238
d=3	A=1577112
d=2	A=1416727
d=2	A=737271
d=3	A=918606
d=2	A=831432
d=2	A=709819
d=2	A=857708
d=2	A=209666
d=3	A=4078171
d=2	A=1287846
d=2	A=1340299
d=2	A=23978
d=2	A=1149271
d=3	A=1941113
d=2	A=4075213
d=3	A=1206993
d=3	A=736019
d=3	A=3095723
d=3	A=3856673
d=2	A=21310
d=4	A=3847348
d=2	A=3135618
d=3	A=2318606
d=2	A=360359
d=2	A=2295879
d=2	A=1025427
d=2	A=1474383
d=3	A=2277074
d=4	A=5603578
d=4	A=4744754
d=2	A=4304651
d=2	A=1380320
d=2	A=4351831
d=3	A=503078
d=2	A=241386
d=2	A=87985
d=2	A=455240
d=2	A=334622
d=2	A=336049
d=2	A=2350
d=2	A=214652
d=2	A=148621
d=3	A=1169279
d=2	A=4639365
d=2	A=1391459
d=2	A=5177857
d=3	A=436159
d=3	A=706145
d=2	A=4367664
d=2	A=881217
d=2	A=4609922
d=2	A=735600
d=3	A=5383214
d=2	A=258936
d=2	A=350594
d=3	A=6737305
d=2	A=469573
d=3	A=5232729
d=2	A=364326
d=3	A=1313954
d=2	A=6382602
d=5	A=5075597
d=2	A=840105
d=2	A=90022
d=2	A=2009139
d=2	A=139890
d=3	A=2922019
d=2	A=1857525
d=3	A=3743896
d=2	A=919680
d=2	A=3245005
d=2	A=11639471
d=2	A=7651692
d=3	A=8858708
d=2	A=113711
d=2	A=5614505
d=2	A=2988888
d=4	A=1841446
d=5	A=3187949
d=2	A=686490
d=2	A=1270557
d=2	A=672608
d=6	A=4806394
d=4	A=2043445
d=3	A=1519263
d=4	A=3465783
d=3	A=2909341
d=3	A=2190746
d=2	A=779213
d=4	A=1916127
d=2	A=1440169
d=3	A=1127138
d=2	A=196809
d=2	A=756435
d=3	A=1791840
d=5	A=2834903
d=2	A=346172
d=2	A=221229
d=4	A=1168473
d=2	A=172646
d=3	A=1209463
d=3	A=904436
d=2	A=428519
d=6	A=1905628
d=2	A=6358
d=5	A=1417166
d=2	A=448667
d=2	A=930031
d=5	A=1226107
d=2	A=246204
d=6	A=2109604
d=3	A=1234668
d=3	A=940416
d=2	A=731725
d=2	A=214114
d=2	A=348839
d=2	A=132280
d=2	A=662585
d=2	A=430189
d=3	A=1220205
d=2	A=1251837
d=3	A=364533
d=2	A=3699
d=4	A=2830465
d=2	A=158797
d=2	A=395705
d=3	A=1382494
d=2	A=1008869
d=3	A=1066766
d=6	A=853200
d=2	A=630603
d=2	A=351998
d=2	A=188254
d=3	A=567311
d=3	A=1984427
d=2	A=3807
d=2	A=131299
d=2	A=391428
d=4	A=3615621
d=3	A=2746923
d=2	A=1866285
d=2	A=1600009
d=3	A=1888078
d=2	A=1240379
d=3	A=3476938
d=4	A=4455865
d=2	A=3637660
d=2	A=5807646
d=3	A=7911394
d=3	A=2450984
d=2	A=4555398
d=3	A=7235455
d=2	A=3157664
d=3	A=4602194
d=2	A=735697
d=3	A=4140460
d=2	A=2902493
d=2	A=1554430
d=3	A=4288604
d=2	A=2484041
d=4	A=1047264
d=3	A=1512177
d=2	A=596202
d=5	A=1987528
d=2	A=2457797
d=3	A=2552723
d=2	A=289585
d=3	A=1475473
d=2	A=1009645
d=2	A=508285
d=4	A=2621998
d=3	A=807670
d=3	A=1106247
d=4	A=1573485
d=2	A=430752
d=3	A=1032912
d=3	A=1331643
d=2	A=424405
d=3	A=1816628
d=2	A=243793
d=3	A=3015605
d=3	A=1423664
d=2	A=70882
d=3	A=1533409
d=3	A=776299
d=2	A=1166014
d=2	A=46897
d=3	A=302365
d=4	A=1719745
d=2	A=946876
d=4	A=833417
d=2	A=2114572
d=2	A=19710
d=3	A=1598472
d=3	A=1552439
d=2	A=1176830
d=3	A=1387999
d=2	A=451225
d=3	A=1045307
d=3	A=1119166
d=2	A=107429
d=5	A=1602077
d=2	A=489520
d=2	A=1373656
d=2	A=140112
d=3	A=1170251
d=2	A=944959
d=6	A=2012310
d=4	A=1279595
d=4	A=1838132
d=3	A=1506485
d=2	A=617358
d=2	A=858501
d=2	A=483677
d=2	A=1262507
d=7	A=1567217
d=2	A=1120875
d=4	A=1485103
d=2	A=53052
d=2	A=553530
d=3	A=1502179
d=3	A=1005184
d=2	A=92587
d=3	A=3086535
d=2	A=709192
d=2	A=650372
d=3	A=1434455
d=4	A=1328881
d=2	A=112035
d=5	A=3135507
d=4	A=1925881
d=3	A=2511224
d=2	A=2187968
d=3	A=3523000
d=2	A=2018366
d=2	A=47260
d=2	A=1253357
d=3	A=580890
d=2	A=602223
d=2	A=554652
d=5	A=826795
d=2	A=111236
d=2	A=628260
d=2	A=695170
d=3	A=904801
d=4	A=1065501
d=2	A=105870
d=2	A=150624
d=2	A=183119
d=3	A=1835846
d=2	A=859167
d=3	A=1132331
d=2	A=249766
d=2	A=596850
d=2	A=26631
d=2	A=3781
d=3	A=1602396
d=2	A=164196
d=3	A=1066102
d=2	A=577411
d=2	A=187698
d=4	A=1763008
d=3	A=1102024
d=3	A=882577
d=2	A=671931
d=2	A=257551
d=2	A=442088
d=2	A=476025
d=2	A=397070
d=2	A=464560
d=2	A=386553
d=4	A=1333133
d=2	A=1295988
d=4	A=864476
d=2	A=1512057
d=2	A=1355559
d=2	A=249259
d=3	A=1070191
d=2	A=1265173
d=3	A=1236761
d=3	A=1091875
d=2	A=1067375
d=2	A=1257792
d=2	A=1590328
d=2	A=891299
d=2	A=877793
d=2	A=592826
d=4	A=2063902
d=3	A=170907
d=2	A=3655874
d=2	A=2176400
d=4	A=3863988
d=2	A=1548923
d=3	A=2250423
d=3	A=1315441
d=3	A=2122852
d=2	A=2972826
d=2	A=1100228
d=2	A=1150083
d=2	A=2765783
d=2	A=1507450
d=2	A=74354
d=2	A=2126795
d=2	A=441573
d=2	A=1321982
d=2	A=5455937
d=2	A=2612059
d=3	A=3829035
d=2	A=1905202
d=3	A=7243365
d=3	A=6305719
d=2	A=9185527
d=2	A=8140101
d=2	A=5305635
d=2	A=2009058
d=3	A=10962022
d=2	A=5986604
d=3	A=19352186
d=2	A=12700815
d=2	A=18564795
d=2	A=5166274
d=2	A=22340772
d=3	A=107714856
d=2	A=78410878
d=2	A=56669628
d=2	A=86237871
d=3	A=44329601
d=3	A=40085171
d=2	A=19334070
d=3	A=9303573
d=2	A=287691
d=2	A=3488613
d=2	A=6743210
d=2	A=2930685
d=2	A=759318
d=3	A=3784690
d=2	A=2119068
d=2	A=6936499
d=2	A=8633514
d=2	A=4232869
d=2	A=2480955
d=2	A=2310849
d=2	A=4538261
d=3	A=3037827
d=2	A=1015500
d=2	A=1754725
d=2	A=1906027
d=2	A=463671
d=2	A=787111
d=2	A=370805
d=2	A=719043
d=2	A=2151415
d=2	A=1574508
d=3	A=1419871
d=2	A=120792
d=2	A=1172323
d=2	A=1383047
d=2	A=198149
d=2	A=1186341
d=2	A=40382
d=2	A=725363
d=2	A=1081108
d=2	A=461655
d=2	A=366565
d=2	A=830922
d=2	A=813787
d=2	A=572239
d=2	A=399651
d=2	A=943216
d=2	A=571603
d=2	A=451230
d=2	A=694224
d=2	A=570496
d=2	A=496452
d=2	A=1117883
d=2	A=821469
d=3	A=1105812
d=2	A=158645
d=2	A=462754
d=4	A=1097592
d=2	A=311671
d=2	A=875057
d=4	A=1282128
d=2	A=211791
d=6	A=1453331
d=2	A=448211
d=6	A=1749996
d=2	A=987490
d=2	A=100774
d=2	A=523776
d=2	A=112506
d=2	A=1287336
d=2	A=93852
d=2	A=539818
d=2	A=755139
d=3	A=466694
d=2	A=402493
